date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:45	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://bep20lottery.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-includes/wlwmanifest.xml	(from https://bep20lottery.com/)
18:25:45	2270/2270	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:25:46%20GMT	https://bep20lottery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbep20lottery.com%2F	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/oembed/1.0/embed41ba.json	(from https://bep20lottery.com/)
18:25:45	2364/2364	---MC-	200	added ('OK')	text/xml	date:Sun,%2006%20Jun%202021%2016:25:46%20GMT	https://bep20lottery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbep20lottery.com%2F&format=xml	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/oembed/1.0/embedbcd2	(from https://bep20lottery.com/)
18:25:46	1528/1528	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Jun%202021%2019:30:37%20GMT	https://bep20lottery.com/wp-content/uploads/2021/06/cropped-bep20lottery-1-32x32.png	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-content/uploads/2021/06/cropped-bep20lottery-1-32x32.png	(from https://bep20lottery.com/)
18:25:46	13324/13324	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Jun%202021%2019:30:37%20GMT	https://bep20lottery.com/wp-content/uploads/2021/06/cropped-bep20lottery-1-192x192.png	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-content/uploads/2021/06/cropped-bep20lottery-1-192x192.png	(from https://bep20lottery.com/)
18:25:46	22025/22025	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Jun%202021%2019:30:37%20GMT	https://bep20lottery.com/wp-content/uploads/2021/06/cropped-bep20lottery-1-180x180.png	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-content/uploads/2021/06/cropped-bep20lottery-1-180x180.png	(from https://bep20lottery.com/)
18:25:46	19646/19646	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Jun%202021%2019:29:12%20GMT	https://bep20lottery.com/wp-content/uploads/2021/06/cropped-bep20lottery.png	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-content/uploads/2021/06/cropped-bep20lottery.png	(from https://bep20lottery.com/)
18:25:47	22764/22764	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Jun%202021%2016:25:48%20GMT	https://bep20lottery.com/blog/	C:/My%20Web%20Sites/bet/bep20lottery.com/blog/index.html	(from https://bep20lottery.com/)
18:25:47	1559959/1559959	---M-Z	200	added ('OK')	application/javascript	etag:W/%2217cd97-Oz0BLRKodcNhA29F8ZKVe6bTLl8%22	https://cdn.jsdelivr.net/npm/web3@latest/dist/web3.min.js	C:/My%20Web%20Sites/bet/cdn.jsdelivr.net/npm/web3@latest/dist/web3.min.js	(from https://bep20lottery.com/)
18:25:47	1057/1057	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Oct%202020%2002:00:07%20GMT	https://bep20lottery.com/wp-content/themes/twentytwentyone/assets/js/polyfills.js?ver=1.3	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-content/themes/twentytwentyone/assets/js/polyfills4e44.js	(from https://bep20lottery.com/)
18:25:47	5705/5705	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Dec%202020%2015:05:08%20GMT	https://bep20lottery.com/wp-content/themes/twentytwentyone/assets/js/primary-navigation.js?ver=1.3	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-content/themes/twentytwentyone/assets/js/primary-navigation4e44.js	(from https://bep20lottery.com/)
18:25:47	1127/1127	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Dec%202020%2014:57:07%20GMT	https://bep20lottery.com/wp-content/themes/twentytwentyone/assets/js/responsive-embeds.js?ver=1.3	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-content/themes/twentytwentyone/assets/js/responsive-embeds4e44.js	(from https://bep20lottery.com/)
18:25:47	1426/1426	---M--	200	added ('OK')	application/javascript	date:Wed,%2006%20Jan%202021%2015:29:24%20GMT	https://bep20lottery.com/wp-includes/js/wp-embed.min.js?ver=5.7.2	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-includes/js/wp-embed.min9f31.js	(from https://bep20lottery.com/)
18:25:53	6971/6971	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2006%20Jun%202021%2016:25:49%20GMT	https://bep20lottery.com/%d0%bf%d1%8a%d1%80%d0%b2%d0%b0%d1%82%d0%b0-binance-smart-chain-%d0%bb%d0%be%d1%82%d0%b0%d1%80%d0%b8%d1%8f/	C:/My%20Web%20Sites/bet/bep20lottery.com/%d0%bf%d1%8a%d1%80%d0%b2%d0%b0%d1%82%d0%b0-binance-smart-chain-%d0%bb%d0%be%d1%82%d0%b0%d1%80%d0%b8%d1%8f/index.html	(from https://bep20lottery.com/)
18:25:53	24270/24270	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Jun%202021%2016:25:49%20GMT	https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/	C:/My%20Web%20Sites/bet/bep20lottery.com/how-bep-20-lottery-works-2021-06-05/index.html	(from https://bep20lottery.com/)
18:25:53	23631/23631	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Jun%202021%2016:25:49%20GMT	https://bep20lottery.com/the-first-binance-smart-chain-lottery/	C:/My%20Web%20Sites/bet/bep20lottery.com/the-first-binance-smart-chain-lottery/index.html	(from https://bep20lottery.com/)
18:25:54	24570/24570	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Jun%202021%2016:25:50%20GMT	https://bep20lottery.com/contacts/	C:/My%20Web%20Sites/bet/bep20lottery.com/contacts/index.html	(from https://bep20lottery.com/)
18:25:54	23276/23276	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Jun%202021%2016:25:55%20GMT	https://bep20lottery.com/category/uncategorized/	C:/My%20Web%20Sites/bet/bep20lottery.com/category/uncategorized/index.html	(from https://bep20lottery.com/blog/)
18:25:54	16574/16574	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Jun%202021%2016:25:55%20GMT	https://bep20lottery.com/Trident/	C:/My%20Web%20Sites/bet/bep20lottery.com/Trident/index.html	(from https://bep20lottery.com/)
18:25:54	16574/16574	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Jun%202021%2016:25:55%20GMT	https://bep20lottery.com/blog/Trident/	C:/My%20Web%20Sites/bet/bep20lottery.com/blog/Trident/index.html	(from https://bep20lottery.com/blog/)
18:25:54	852/852	---MC-	200	added ('OK')	application/rss+xml	etag:%22069fdfb475a8d3812183a1a85bba253f%22	https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/feed/	C:/My%20Web%20Sites/bet/bep20lottery.com/how-bep-20-lottery-works-2021-06-05/feed/index.html	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:55	6408/6408	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:25:55%20GMT	https://bep20lottery.com/wp-json/wp/v2/posts/46	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/wp/v2/posts/46.json	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:55	2766/2766	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:25:56%20GMT	https://bep20lottery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbep20lottery.com%2Fhow-bep-20-lottery-works-2021-06-05%2F	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/oembed/1.0/embed25ce.json	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:55	2869/2869	---MC-	200	added ('OK')	text/xml	date:Sun,%2006%20Jun%202021%2016:25:56%20GMT	https://bep20lottery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbep20lottery.com%2Fhow-bep-20-lottery-works-2021-06-05%2F&format=xml	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/oembed/1.0/embedcde7	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:55	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Sun,%2006%20Jun%202021%2016:25:56%20GMT	https://bep20lottery.com/xmlrpc.php	C:/My%20Web%20Sites/bet/bep20lottery.com/xmlrpc.php	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:55	2984/2984	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Mar%202021%2020:02:19%20GMT	https://bep20lottery.com/wp-includes/js/comment-reply.min.js?ver=5.7.2	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-includes/js/comment-reply.min9f31.js	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2006%20Jun%202021%2016:25:57%20GMT	https://bep20lottery.com/?p=46	C:/My%20Web%20Sites/bet/bep20lottery.com/index7ea6.html	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:56	5491/5491	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:25:57%20GMT	https://bep20lottery.com/wp-json/wp/v2/posts/44	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/wp/v2/posts/44.json	(from https://bep20lottery.com/the-first-binance-smart-chain-lottery/)
18:25:56	2529/2529	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:25:57%20GMT	https://bep20lottery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbep20lottery.com%2Fthe-first-binance-smart-chain-lottery%2F	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/oembed/1.0/embedc7ec.json	(from https://bep20lottery.com/the-first-binance-smart-chain-lottery/)
18:25:56	23878/23878	---M-Z	200	added ('OK')	text/html	date:Sun,%2006%20Jun%202021%2016:25:57%20GMT	https://bep20lottery.com/author/danielng01/	C:/My%20Web%20Sites/bet/bep20lottery.com/author/danielng01/index.html	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:56	2628/2628	---MC-	200	added ('OK')	text/xml	date:Sun,%2006%20Jun%202021%2016:25:57%20GMT	https://bep20lottery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbep20lottery.com%2Fthe-first-binance-smart-chain-lottery%2F&format=xml	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/oembed/1.0/embed1685	(from https://bep20lottery.com/the-first-binance-smart-chain-lottery/)
18:25:57	16574/16574	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Jun%202021%2016:25:58%20GMT	https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/Trident/	C:/My%20Web%20Sites/bet/bep20lottery.com/how-bep-20-lottery-works-2021-06-05/Trident/index.html	(from https://bep20lottery.com/how-bep-20-lottery-works-2021-06-05/)
18:25:57	7661/7661	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:25:58%20GMT	https://bep20lottery.com/wp-json/wp/v2/posts/35	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/wp/v2/posts/35.json	(from https://bep20lottery.com/contacts/)
18:25:57	856/856	---MC-	200	added ('OK')	application/rss+xml	etag:%22a501f94cb79cd7500508dfafa5deefa9%22	https://bep20lottery.com/the-first-binance-smart-chain-lottery/feed/	C:/My%20Web%20Sites/bet/bep20lottery.com/the-first-binance-smart-chain-lottery/feed/index.html	(from https://bep20lottery.com/the-first-binance-smart-chain-lottery/)
18:25:57	2932/2932	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:25:58%20GMT	https://bep20lottery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbep20lottery.com%2Fcontacts%2F	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/oembed/1.0/embed11ba.json	(from https://bep20lottery.com/contacts/)
18:25:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2006%20Jun%202021%2016:25:58%20GMT	https://bep20lottery.com/?p=44	C:/My%20Web%20Sites/bet/bep20lottery.com/index49b1.html	(from https://bep20lottery.com/the-first-binance-smart-chain-lottery/)
18:25:59	3010/3010	---MC-	200	added ('OK')	text/xml	date:Sun,%2006%20Jun%202021%2016:25:58%20GMT	https://bep20lottery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbep20lottery.com%2Fcontacts%2F&format=xml	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/oembed/1.0/embed307f	(from https://bep20lottery.com/contacts/)
18:26:03	16574/16574	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Jun%202021%2016:25:59%20GMT	https://bep20lottery.com/the-first-binance-smart-chain-lottery/Trident/	C:/My%20Web%20Sites/bet/bep20lottery.com/the-first-binance-smart-chain-lottery/Trident/index.html	(from https://bep20lottery.com/the-first-binance-smart-chain-lottery/)
18:26:03	770/770	---MC-	200	added ('OK')	application/rss+xml	etag:%229026c26a67694e198a241cd31f55f278%22	https://bep20lottery.com/contacts/feed/	C:/My%20Web%20Sites/bet/bep20lottery.com/contacts/feed/index.html	(from https://bep20lottery.com/contacts/)
18:26:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2006%20Jun%202021%2016:25:59%20GMT	https://bep20lottery.com/?p=35	C:/My%20Web%20Sites/bet/bep20lottery.com/index5c90.html	(from https://bep20lottery.com/contacts/)
18:26:03	16574/16574	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Jun%202021%2016:26:00%20GMT	https://bep20lottery.com/contacts/Trident/	C:/My%20Web%20Sites/bet/bep20lottery.com/contacts/Trident/index.html	(from https://bep20lottery.com/contacts/)
18:26:03	9859/9859	---MC-	200	added ('OK')	application/rss+xml	etag:%22f6c993a06992ad15cce4a9f12e9f03bc%22	https://bep20lottery.com/category/uncategorized/feed/	C:/My%20Web%20Sites/bet/bep20lottery.com/category/uncategorized/feed/index.html	(from https://bep20lottery.com/category/uncategorized/)
18:26:03	2946/2946	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:26:04%20GMT	https://bep20lottery.com/wp-json/wp/v2/categories/1	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/wp/v2/categories/1.json	(from https://bep20lottery.com/category/uncategorized/)
18:26:04	16574/16574	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Jun%202021%2016:26:05%20GMT	https://bep20lottery.com/category/uncategorized/Trident/	C:/My%20Web%20Sites/bet/bep20lottery.com/category/uncategorized/Trident/index.html	(from https://bep20lottery.com/category/uncategorized/)
18:26:04	3663/3663	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2016:26:05%20GMT	https://bep20lottery.com/wp-json/wp/v2/users/1	C:/My%20Web%20Sites/bet/bep20lottery.com/wp-json/wp/v2/users/1.json	(from https://bep20lottery.com/author/danielng01/)
18:26:04	9848/9848	---MC-	200	added ('OK')	application/rss+xml	etag:%22f6c993a06992ad15cce4a9f12e9f03bc%22	https://bep20lottery.com/author/danielng01/feed/	C:/My%20Web%20Sites/bet/bep20lottery.com/author/danielng01/feed/index.html	(from https://bep20lottery.com/author/danielng01/)
18:26:04	16574/16574	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Jun%202021%2016:26:05%20GMT	https://bep20lottery.com/author/danielng01/Trident/	C:/My%20Web%20Sites/bet/bep20lottery.com/author/danielng01/Trident/index.html	(from https://bep20lottery.com/author/danielng01/)
